Date;Disturbed;females;Field;Field 2;Field 3;Field 4;Fish Family;Genus;HCvsEF;juveniles;length;males;number caught;number seen;sampleID;Site;Species;weight
12/08/2011;undisturbed;;;;;;;;EF;;;;1;0;32;Acono u;Andinoacara pulcher;28.1
12/08/2011;undisturbed;;;;;;;;HC;;;;1;0;32;Acono u;Andinoacara pulcher;32.1
12/08/2011;undisturbed;;;;;;;;EF;;8;;1;0;32;Acono u;Rhamdia quelen;100
12/08/2011;undisturbed;;;;;;;;EF;;12;;0;1;32;Acono u;Rhamdia quelen;200
12/08/2011;undisturbed;;;;;;;;EF;;;;1;0;32;Acono u;Synbranchus marmoratus;2.4
12/08/2011;undisturbed;;;;;;;;EF;;;;1;0;32;Acono u;Hypostomus robinii;73.4
12/08/2011;undisturbed;;;;;;;;HC;;;;1;0;32;Acono u;Hypostomus robinii;74.3
12/08/2011;undisturbed;;;;;;;;EF;;;;1;0;32;Acono u;Hypostomus robinii;10.5
12/08/2011;undisturbed;0;;;;;;;HC;4;;3;7;0;32;Acono u;Poecilia reticulata;0.07
12/08/2011;undisturbed;;;;;;;;EF;;;;1;0;32;Acono u;Ancistrus maracasae;1.4
12/08/2011;undisturbed;;;;;;;;EF;;;;1;0;32;Acono u;Ancistrus maracasae;3
12/08/2011;undisturbed;;;;;;;;EF;;;;1;0;32;Acono u;Ancistrus maracasae;4.4
15/08/2011;disturbed;;;;;;;;EF;;;;1;0;33;Acono d;Rhamdia quelen;47.3
15/08/2011;disturbed;;">300g. SL=28cm; TL=34cm";;;;;;EF;;;;1;0;33;Acono d;Rhamdia quelen;320
15/08/2011;disturbed;;;;;;;;EF;;;;1;0;33;Acono d;Andinoacara pulcher;47.3
15/08/2011;disturbed;;;;;;;;EF;;;;1;0;33;Acono d;Andinoacara pulcher;24.6
15/08/2011;disturbed;;;;;;;;EF;;;;1;0;33;Acono d;Andinoacara pulcher;26.8
15/08/2011;disturbed;;;;;;;;EF;;;;1;0;33;Acono d;Crenicichla frenata;38
15/08/2011;disturbed;;;;;;;;EF;;;;1;0;33;Acono d;Hypostomus robinii;13.6
15/08/2011;disturbed;;;;;;;;EF;;;;1;0;33;Acono d;Hypostomus robinii;55
15/08/2011;disturbed;;;;;;;;EF;;;;1;0;33;Acono d;Hypostomus robinii;9.5
15/08/2011;disturbed;;;;;;;;EF;;;;1;0;33;Acono d;Hypostomus robinii;3.2
15/08/2011;disturbed;;;;;;;;EF;;;;1;0;33;Acono d;Hoplias malabaricus;11.1
15/08/2011;disturbed;;;;;;;;EF;;;;1;0;33;Acono d;Hoplias malabaricus;19.6
15/08/2011;disturbed;;;;;;;;EF;;;;1;0;33;Acono d;Ancistrus maracasae;3.2
15/08/2011;disturbed;;;;;;;;EF;;;;1;0;33;Acono d;Ancistrus maracasae;8.1
15/08/2011;disturbed;;;;;;;;EF;;;;1;0;33;Acono d;Ancistrus maracasae;1.7
15/08/2011;disturbed;;;;;;;;HC;;;;1;0;33;Acono d;Crenicichla frenata;7.2
15/08/2011;disturbed;;;;;;;;HC;;;;1;0;33;Acono d;Hoplias malabaricus;5.7
15/08/2011;disturbed;;;;;;;;HC;;;;1;0;33;Acono d;Andinoacara pulcher;4.2
15/08/2011;disturbed;;;;;;;;;;3.5;;0;2;33;Acono d;Ancistrus maracasae;15
15/08/2011;disturbed;47;;;;;;;HC;44;;37;128;0;33;Acono d;Poecilia reticulata;0.12
15/08/2011;disturbed;;;;;;Rivulidae;;HC;;;;1;0;33;Acono d;Rivulus hartii;0.1
15/08/2011;undisturbed;;;;;;;;EF;;;;1;0;34;Acono u;Andinoacara pulcher;43.5
15/08/2011;undisturbed;;;;;;;;EF;;;;1;0;34;Acono u;Andinoacara pulcher;55.4
15/08/2011;undisturbed;;;;;;;;EF;;;;1;0;34;Acono u;Rhamdia quelen;188.3
15/08/2011;undisturbed;;;;;;;;EF;;;;1;0;34;Acono u;Rhamdia quelen;93.4
15/08/2011;undisturbed;;;;;;;;EF;;;;1;0;34;Acono u;Rhamdia quelen;20.7
15/08/2011;undisturbed;;;;;;;;EF;;;;1;0;34;Acono u;Hypostomus robinii;11.4
15/08/2011;undisturbed;;;;;;;;EF;;;;1;0;34;Acono u;Hypostomus robinii;10.2
15/08/2011;undisturbed;;;;;;;;EF;;;;1;0;34;Acono u;Hypostomus robinii;8.7
15/08/2011;undisturbed;;;;;;;;EF;;;;1;0;34;Acono u;Gymnotus carapo;93.2
15/08/2011;undisturbed;;;;;;;;;;7;;0;1;34;Acono u;Rhamdia quelen;75
15/08/2011;undisturbed;;;;;;;;HC;;;;1;0;34;Acono u;Andinoacara pulcher;33.3
15/08/2011;undisturbed;;;;;;;;HC;;;;1;0;34;Acono u;Rhamdia quelen;85.6
15/08/2011;undisturbed;;;;;;;;HC;;;;1;0;34;Acono u;Ancistrus maracasae;4.9
15/08/2011;undisturbed;0;;;;;;;HC;8;;1;9;0;34;Acono u;Poecilia reticulata;0.05
15/08/2011;undisturbed;;;;;;Rivulidae;;HC;;;;1;0;34;Acono u;Rivulus hartii;0.5
15/08/2011;disturbed;;;;;;;;EF;;;;1;0;33;Acono d;Eudaniela garmani;6.2
15/08/2011;disturbed;;;;;;;;EF;;;;1;0;33;Acono d;Eudaniela garmani;0.8
19/10/2011;disturbed;;;;;;Rivulidae;;EF;;;;2;0;53;Quare d;Rivulus hartii;5.5
19/10/2011;disturbed;;;;;;Rivulidae;;EF;;;;1;0;53;Quare d;Rivulus hartii;0.6
19/10/2011;disturbed;;;;;;;;EF;;;;1;0;53;Quare d;Rivulus hartii;1.3
19/10/2011;disturbed;;;;;;Rivulidae;;EF;;;;2;0;53;Quare d;Rivulus hartii;2.2
19/10/2011;disturbed;;;;;;Rivulidae;;EF;;;;2;0;53;Quare d;Rivulus hartii;2.5
19/10/2011;disturbed;;;;;;;;EF;;;;1;0;53;Quare d;Rivulus hartii;4.4
19/10/2011;disturbed;;;;;;Rivulidae;;EF;;;;1;0;53;Quare d;Rivulus hartii;0.3
19/10/2011;disturbed;;;;;;Rivulidae;;EF;;;;1;0;53;Quare d;Rivulus hartii;2.7
19/10/2011;disturbed;;;;;;;;EF;;;;3;0;53;Quare d;Rivulus hartii;1.8
19/10/2011;disturbed;;;;;;;;EF;;;;1;0;53;Quare d;Rivulus hartii;5.2
19/10/2011;disturbed;;;;;;;;EF;;;;1;0;53;Quare d;Rivulus hartii;1.9
19/10/2011;disturbed;;;;;;;;EF;;;;1;0;53;Quare d;Rivulus hartii;2
19/10/2011;disturbed;;;;;;;;EF;;;;2;0;53;Quare d;Rivulus hartii;1.2
19/10/2011;disturbed;;;;;;;;EF;;;;1;0;53;Quare d;Rivulus hartii;1
19/10/2011;disturbed;;;;;;;;EF;;;;1;0;53;Quare d;Andinoacara pulcher;3
19/10/2011;disturbed;;;;;;;;EF;;;;1;0;53;Quare d;Andinoacara pulcher;12.5
19/10/2011;disturbed;;;;;;;;EF;;;;1;0;53;Quare d;Andinoacara pulcher;13
19/10/2011;disturbed;;;;;;;;EF;;;;1;0;53;Quare d;Andinoacara pulcher;6.9
19/10/2011;disturbed;;;;;;;;EF;;;;1;0;53;Quare d;Hemigrammus unilineatus;1.2
19/10/2011;disturbed;;;;;;;;EF;;;;1;0;53;Quare d;Hypostomus robinii;1.8
19/10/2011;disturbed;;;;;;;;EF;;;;1;0;53;Quare d;Hypostomus robinii;1.9
19/10/2011;disturbed;;;;;;;;EF;;;;1;0;53;Quare d;Hypostomus robinii;6.7
19/10/2011;disturbed;;;;;;;;EF;;;;1;0;53;Quare d;Hypostomus robinii;1
19/10/2011;disturbed;;;;;;;;EF;;;;1;0;53;Quare d;Hypostomus robinii;0.7
19/10/2011;disturbed;;;;;;;;EF;;;;1;0;53;Quare d;Hypostomus robinii;0.5
19/10/2011;disturbed;;;;;;;;EF;;;;1;0;53;Quare d;Hypostomus robinii;1.2
19/10/2011;disturbed;;;;;;;;HC;;;;1;0;53;Quare d;Rivulus hartii;2.9
19/10/2011;disturbed;;;;;;;;HC;;;;1;0;53;Quare d;Rivulus hartii;0.3
19/10/2011;disturbed;20;;;;;;;HC;56;;15;91;0;53;Quare d;Poecilia reticulata;0.09
19/10/2011;disturbed;;;;;;;;HC;;;;1;0;53;Quare d;Rivulus hartii;0.1
19/10/2011;disturbed;;;;;;;;;;6;;0;1;53;Quare d;Synbranchus marmoratus;70
19/10/2011;undisturbed;17;;;;;;;HC;56;;11;84;0;54;Quare u;Poecilia reticulata;0.08
19/10/2011;undisturbed;;;;;;;;;;2;;0;2;54;Quare u;Andinoacara pulcher;10
19/10/2011;undisturbed;;;;;;;;;;1;;0;1;54;Quare u;Hypostomus robinii;3
19/10/2011;undisturbed;;;;;;;;EF;;;;1;0;54;Quare u;Rivulus hartii;6.2
19/10/2011;undisturbed;;;;;;;;EF;;;;1;0;54;Quare u;Rivulus hartii;4.4
19/10/2011;undisturbed;;;;;;;;EF;;;;2;0;54;Quare u;Rivulus hartii;1.1
19/10/2011;undisturbed;;;;;;;;EF;;;;2;0;54;Quare u;Rivulus hartii;2.2
19/10/2011;undisturbed;;;;;;;;EF;;;;1;0;54;Quare u;Rivulus hartii;1.2
19/10/2011;undisturbed;;;;;;;;EF;;;;1;0;54;Quare u;Rivulus hartii;2.9
19/10/2011;undisturbed;;;;;;;;EF;;;;1;0;54;Quare u;Rivulus hartii;3.1
19/10/2011;undisturbed;;;;;;;;EF;;;;1;0;54;Quare u;Rivulus hartii;2.4
19/10/2011;undisturbed;;;;;;;;EF;;;;1;0;54;Quare u;Rivulus hartii;4.8
19/10/2011;undisturbed;;;;;;;;HC;;;;1;0;54;Quare u;Rivulus hartii;0.3
19/10/2011;undisturbed;;;;;;;;EF;;;;1;0;54;Quare u;Andinoacara pulcher;16.8
19/10/2011;undisturbed;;;;;;;;EF;;;;1;0;54;Quare u;Andinoacara pulcher;1.3
19/10/2011;undisturbed;;;;;;;;EF;;;;1;0;54;Quare u;Andinoacara pulcher;20.3
19/10/2011;undisturbed;;;;;;;;EF;;;;1;0;54;Quare u;Andinoacara pulcher;2.6
19/10/2011;undisturbed;;;;;;;;EF;;;;1;0;54;Quare u;Andinoacara pulcher;1.5
19/10/2011;undisturbed;;;;;;;;EF;;;;1;0;54;Quare u;Andinoacara pulcher;8.6
19/10/2011;undisturbed;;;;;;;;EF;;;;1;0;54;Quare u;Andinoacara pulcher;3.2
19/10/2011;undisturbed;;;;;;;;EF;;;;1;0;54;Quare u;Andinoacara pulcher;8.4
19/10/2011;undisturbed;;;;;;;;EF;;;;1;0;54;Quare u;Andinoacara pulcher;4.2
19/10/2011;undisturbed;;;;;;;;EF;;;;1;0;54;Quare u;Andinoacara pulcher;2.6
19/10/2011;undisturbed;;;;;;;;EF;;;;1;0;54;Quare u;Andinoacara pulcher;2.7
19/10/2011;undisturbed;;;;;;;;EF;;;;1;0;54;Quare u;Andinoacara pulcher;6.8
19/10/2011;undisturbed;;;;;;;;EF;;;;1;0;54;Quare u;Andinoacara pulcher;32.4
19/10/2011;undisturbed;;;;;;;;EF;;;;1;0;54;Quare u;Andinoacara pulcher;16.6
19/10/2011;undisturbed;;;;;;;;EF;;;;1;0;54;Quare u;Andinoacara pulcher;30.7
19/10/2011;undisturbed;;;;;;;;EF;;;;1;0;54;Quare u;Andinoacara pulcher;20.8
19/10/2011;undisturbed;;;;;;;;EF;;;;1;0;54;Quare u;Andinoacara pulcher;21.4
19/10/2011;undisturbed;;;;;;;;EF;;;;1;0;54;Quare u;Andinoacara pulcher;5.7
19/10/2011;undisturbed;;;;;;;;EF;;;;1;0;54;Quare u;Andinoacara pulcher;11.3
19/10/2011;undisturbed;;;;;;;;EF;;;;1;0;54;Quare u;Andinoacara pulcher;3.2
19/10/2011;undisturbed;;;;;;;;EF;;;;2;0;54;Quare u;Hypostomus robinii;0.4
19/10/2011;undisturbed;;;;;;;;EF;;;;1;0;54;Quare u;Hypostomus robinii;0.9
19/10/2011;undisturbed;;;;;;;;EF;;;;1;0;54;Quare u;Hypostomus robinii;1.9
19/10/2011;undisturbed;;;;;;;;EF;;;;1;0;54;Quare u;Hypostomus robinii;0.2
19/10/2011;undisturbed;;;;;;;;EF;;;;1;0;54;Quare u;Crenicichla frenata;6.6
19/10/2011;undisturbed;;;;;;;;EF;;;;1;0;54;Quare u;Crenicichla frenata;31.5
19/10/2011;undisturbed;;;;;;;;EF;;;;1;0;54;Quare u;Hemigrammus unilineatus;1.7
19/10/2011;undisturbed;;;;;;;;EF;;;;1;0;54;Quare u;Hemigrammus unilineatus;3.4
19/10/2011;undisturbed;;;;;;;;EF;;;;2;0;54;Quare u;Hemigrammus unilineatus;2.8
19/10/2011;undisturbed;;;;;;;;EF;;;;1;0;54;Quare u;Hemigrammus unilineatus;2.3
19/10/2011;undisturbed;;;;;;;;EF;;;;2;0;54;Quare u;Hemigrammus unilineatus;2.1
19/10/2011;undisturbed;;;;;;;;EF;;;;1;0;54;Quare u;Hemigrammus unilineatus;0.5
19/10/2011;undisturbed;;;;;;;;EF;;;;1;0;54;Quare u;Macrobrachium acanthurus;10
19/10/2011;undisturbed;;;;;;;;EF;;;;1;0;54;Quare u;Macrobrachium faustinum;1.9
27/10/2011;disturbed;;;;;;;Crenicichla;HC;;;;1;0;71;Lower Aripo d;Crenicichla frenata;2.1
27/10/2011;disturbed;;;;;;;Astyanax;HC;;;;1;0;71;Lower Aripo d;Astyanax bimaculatus;4.4
27/10/2011;disturbed;;;;;;;;HC;;;;1;0;71;Lower Aripo d;Astyanax bimaculatus;8.8
27/10/2011;disturbed;;;;;;;;HC;;;;1;0;71;Lower Aripo d;Astyanax bimaculatus;6.6
27/10/2011;disturbed;;;;;;;;HC;;;;2;0;71;Lower Aripo d;Astyanax bimaculatus;3.8
27/10/2011;disturbed;;;;;;;;HC;;;;1;0;71;Lower Aripo d;Astyanax bimaculatus;4.6
27/10/2011;disturbed;;;;;;;;HC;;;;1;0;71;Lower Aripo d;Astyanax bimaculatus;5.8
27/10/2011;disturbed;;;;;;;;HC;;;;1;0;71;Lower Aripo d;Astyanax bimaculatus;8.3
27/10/2011;disturbed;;;;;;;;HC;;;;2;0;71;Lower Aripo d;Astyanax bimaculatus;3.9
27/10/2011;disturbed;;;;;;;;HC;;;;1;0;71;Lower Aripo d;Astyanax bimaculatus;5
27/10/2011;disturbed;;;;;;;;HC;;;;1;0;71;Lower Aripo d;Astyanax bimaculatus;4.1
27/10/2011;disturbed;;;;;;;;HC;;;;1;0;71;Lower Aripo d;Astyanax bimaculatus;4.9
27/10/2011;disturbed;;;;;;;;HC;;;;1;0;71;Lower Aripo d;Astyanax bimaculatus;4.5
27/10/2011;disturbed;;;;;;;;HC;;;;2;0;71;Lower Aripo d;Astyanax bimaculatus;3
27/10/2011;disturbed;;;;;;;;HC;;;;1;0;71;Lower Aripo d;Astyanax bimaculatus;2.8
27/10/2011;disturbed;;;;;;;;HC;;;;1;0;71;Lower Aripo d;Astyanax bimaculatus;5.2
27/10/2011;disturbed;;;;;;;;HC;;;;1;0;71;Lower Aripo d;Astyanax bimaculatus;3.2
27/10/2011;disturbed;;;;;;;;HC;;;;1;0;71;Lower Aripo d;Hemibrycon taeniurus;1.7
27/10/2011;disturbed;;;;;;;;HC;;;;1;0;71;Lower Aripo d;Hemibrycon taeniurus;1.6
27/10/2011;disturbed;;;;;;;;HC;;;;1;0;71;Lower Aripo d;Hemibrycon taeniurus;2.1
27/10/2011;disturbed;;;;;;;;HC;;;;1;0;71;Lower Aripo d;Hemibrycon taeniurus;1.5
27/10/2011;disturbed;;;;;;;;HC;;;;1;0;71;Lower Aripo d;Hemibrycon taeniurus;1.8
27/10/2011;disturbed;;;;;;;;EF;;;;1;0;71;Lower Aripo d;Andinoacara pulcher;22.2
27/10/2011;disturbed;;;;;;;;EF;;;;1;0;71;Lower Aripo d;Rhamdia quelen;5.4
27/10/2011;disturbed;;;;;;;;EF;;;;1;0;71;Lower Aripo d;Rhamdia quelen;20.2
27/10/2011;disturbed;;;;;;;;EF;;;;1;0;71;Lower Aripo d;Rhamdia quelen;12.3
27/10/2011;disturbed;;;;;;;;EF;;;;1;0;71;Lower Aripo d;Rhamdia quelen;8.7
27/10/2011;disturbed;;;;;;;;HC;;;;1;0;71;Lower Aripo d;Rhamdia quelen;14.5
27/10/2011;disturbed;;;;;;;;EF;;;;1;0;71;Lower Aripo d;Rhamdia quelen;8.8
27/10/2011;disturbed;;;;;;;;EF;;;;1;0;71;Lower Aripo d;Rhamdia quelen;12.7
27/10/2011;disturbed;;;;;;;;EF;;;;2;0;71;Lower Aripo d;Hemibrycon taeniurus;2.5
27/10/2011;disturbed;;;;;;;;EF;;;;1;0;71;Lower Aripo d;Hemibrycon taeniurus;4.6
27/10/2011;disturbed;;;;;;;;EF;;;;1;0;71;Lower Aripo d;Hemibrycon taeniurus;4.7
27/10/2011;disturbed;;;;;;;;EF;;;;1;0;71;Lower Aripo d;Hemibrycon taeniurus;2.6
27/10/2011;disturbed;;;;;;;;EF;;;;1;0;71;Lower Aripo d;Hemibrycon taeniurus;3.8
27/10/2011;disturbed;;;;;;;;EF;;;;2;0;71;Lower Aripo d;Hemibrycon taeniurus;2.3
27/10/2011;disturbed;;;;;;;;EF;;;;1;0;71;Lower Aripo d;Crenicichla frenata;11.5
27/10/2011;disturbed;;;;;;;;EF;;;;1;0;71;Lower Aripo d;Crenicichla frenata;12.3
27/10/2011;disturbed;;;;;;;;EF;;;;1;0;71;Lower Aripo d;Hypostomus robinii;21.3
27/10/2011;disturbed;;;;;;;;EF;;;;1;0;71;Lower Aripo d;Hypostomus robinii;3
27/10/2011;disturbed;;;;;;;;EF;;;;1;0;71;Lower Aripo d;Hypostomus robinii;3.4
27/10/2011;disturbed;;;;;;;;EF;;;;1;0;71;Lower Aripo d;Hypostomus robinii;3.6
27/10/2011;disturbed;;;;;;;;EF;;;;1;0;71;Lower Aripo d;Hypostomus robinii;114.6
27/10/2011;disturbed;;;;;;;;EF;;;;1;0;71;Lower Aripo d;Ancistrus maracasae;15.2
27/10/2011;disturbed;;;;;;;;EF;;;;1;0;71;Lower Aripo d;Ancistrus maracasae;14.4
27/10/2011;disturbed;;;;;;;;EF;;;;2;0;71;Lower Aripo d;Ancistrus maracasae;3.3
27/10/2011;disturbed;;;;;;;;EF;;;;1;0;71;Lower Aripo d;Ancistrus maracasae;3.7
27/10/2011;disturbed;;;;;;;;EF;;;;1;0;71;Lower Aripo d;Ancistrus maracasae;10.5
27/10/2011;disturbed;;;;;;;;EF;;;;1;0;71;Lower Aripo d;Ancistrus maracasae;6.9
27/10/2011;disturbed;;;;;;;;EF;;;;2;0;71;Lower Aripo d;Ancistrus maracasae;8.8
27/10/2011;disturbed;;;;;;;;EF;;;;1;0;71;Lower Aripo d;Ancistrus maracasae;7.1
27/10/2011;disturbed;;;;;;;;EF;;;;1;0;71;Lower Aripo d;Ancistrus maracasae;5.2
27/10/2011;disturbed;;;;;;;;EF;;;;1;0;71;Lower Aripo d;Ancistrus maracasae;5.8
27/10/2011;disturbed;;;;;;;;EF;;;;1;0;71;Lower Aripo d;Ancistrus maracasae;6.7
27/10/2011;disturbed;;;;;;;;EF;;;;1;0;71;Lower Aripo d;Ancistrus maracasae;4.2
27/10/2011;disturbed;;;;;;;;EF;;;;1;0;71;Lower Aripo d;Ancistrus maracasae;7.3
27/10/2011;disturbed;;;;;;;;EF;;;;1;0;71;Lower Aripo d;Ancistrus maracasae;5.3
27/10/2011;disturbed;;;;;;;;EF;;;;1;0;71;Lower Aripo d;Corydoras aeneus;3.6
27/10/2011;disturbed;;;;;;;;EF;;;;1;0;71;Lower Aripo d;Astyanax bimaculatus;10.6
27/10/2011;disturbed;61;;;;;;;HC;35;;31;127;0;71;Lower Aripo d;Poecilia reticulata;0.13
27/10/2011;disturbed;;;;;;;;;;3;;0;3;71;Lower Aripo d;Ancistrus maracasae;15
27/10/2011;disturbed;;use the mean/generalise from caught distribution?;;;;;;;;;;0;309;71;Lower Aripo d;Astyanax bimaculatus;13
27/10/2011;disturbed;;use mean/generalise from caught distribution;;;;;;;;;;0;157;71;Lower Aripo d;Hemibrycon taeniurus;4
27/10/2011;undisturbed;;;;;;;;EF;;;;2;0;72;Lower Aripo u;Hemibrycon taeniurus;1.6
27/10/2011;undisturbed;;;;;;;;EF;;;;1;0;72;Lower Aripo u;Hemibrycon taeniurus;2.4
27/10/2011;undisturbed;;;;;;;;EF;;;;1;0;72;Lower Aripo u;Hemibrycon taeniurus;3.1
27/10/2011;undisturbed;;;;;;;;EF;;;;4;0;72;Lower Aripo u;Hemibrycon taeniurus;1.5
27/10/2011;undisturbed;;;;;;;;HC;;;;2;0;72;Lower Aripo u;Hemibrycon taeniurus;0.9
27/10/2011;undisturbed;;;;;;;;EF;;;;2;0;72;Lower Aripo u;Hemibrycon taeniurus;4.5
27/10/2011;undisturbed;;;;;;;;EF;;;;3;0;72;Lower Aripo u;Hemibrycon taeniurus;2
27/10/2011;undisturbed;;;;;;;;EF;;;;1;0;72;Lower Aripo u;Hemibrycon taeniurus;1.5
27/10/2011;undisturbed;;;;;;;;EF;;;;1;0;72;Lower Aripo u;Hemibrycon taeniurus;4
27/10/2011;undisturbed;;;;;;;;EF;;;;2;0;72;Lower Aripo u;Hemibrycon taeniurus;2.6
27/10/2011;undisturbed;;;;;;;;EF;;;;1;0;72;Lower Aripo u;Hemibrycon taeniurus;1.7
27/10/2011;undisturbed;;;;;;;;EF;;;;2;0;72;Lower Aripo u;Hemibrycon taeniurus;0.8
27/10/2011;undisturbed;;;;;;;;EF;;;;3;0;72;Lower Aripo u;Hemibrycon taeniurus;1.4
27/10/2011;undisturbed;;;;;;;;EF;;;;3;0;72;Lower Aripo u;Hemibrycon taeniurus;2.5
27/10/2011;undisturbed;;;;;;;;EF;;;;1;0;72;Lower Aripo u;Hemibrycon taeniurus;6.1
27/10/2011;undisturbed;;;;;;;;EF;;;;1;0;72;Lower Aripo u;Hemibrycon taeniurus;1.9
27/10/2011;undisturbed;;;;;;;;EF;;;;3;0;72;Lower Aripo u;Hemibrycon taeniurus;2.3
27/10/2011;undisturbed;;;;;;;;EF;;;;2;0;72;Lower Aripo u;Hemibrycon taeniurus;1.3
27/10/2011;undisturbed;;;;;;;;EF;;;;3;0;72;Lower Aripo u;Hemibrycon taeniurus;2.2
27/10/2011;undisturbed;;;;;;;;EF;;;;2;0;72;Lower Aripo u;Hemibrycon taeniurus;1.1
27/10/2011;undisturbed;;;;;;;;EF;;;;1;0;72;Lower Aripo u;Hemibrycon taeniurus;2.7
27/10/2011;undisturbed;;;;;;;;EF;;;;1;0;72;Lower Aripo u;Astyanax bimaculatus;4.9
27/10/2011;undisturbed;;;;;;;;EF;;;;1;0;72;Lower Aripo u;Astyanax bimaculatus;10.1
27/10/2011;undisturbed;;;;;;;;EF;;;;1;0;72;Lower Aripo u;Astyanax bimaculatus;5
27/10/2011;undisturbed;;;;;;;;EF;;;;1;0;72;Lower Aripo u;Astyanax bimaculatus;5.8
27/10/2011;undisturbed;;;;;;;;EF;;;;1;0;72;Lower Aripo u;Astyanax bimaculatus;2.7
27/10/2011;undisturbed;;;;;;;;EF;;;;1;0;72;Lower Aripo u;Astyanax bimaculatus;6.8
27/10/2011;undisturbed;;;;;;;;EF;;;;1;0;72;Lower Aripo u;Roeboides dientonito;2
27/10/2011;undisturbed;;;;;;;;EF;;;;1;0;72;Lower Aripo u;Roeboides dientonito;2.2
27/10/2011;undisturbed;;;;;;;;EF;;;;1;0;72;Lower Aripo u;Roeboides dientonito;1
27/10/2011;undisturbed;;;;;;;;EF;;;;1;0;72;Lower Aripo u;Roeboides dientonito;3.6
27/10/2011;undisturbed;;;;;;;;EF;;;;1;0;72;Lower Aripo u;Roeboides dientonito;2.4
27/10/2011;undisturbed;;;;;;;;EF;;;;1;0;72;Lower Aripo u;Rhamdia quelen;12.6
27/10/2011;undisturbed;;;;;;;;EF;;;;1;0;72;Lower Aripo u;Rhamdia quelen;17.6
27/10/2011;undisturbed;;;;;;;;EF;;;;1;0;72;Lower Aripo u;Corydoras aeneus;9.2
27/10/2011;undisturbed;;;;;;;;EF;;;;1;0;72;Lower Aripo u;Corydoras aeneus;3.4
27/10/2011;undisturbed;;;;;;;;EF;;;;1;0;72;Lower Aripo u;Andinoacara pulcher;4.4
27/10/2011;undisturbed;;;;;;;;EF;;;;1;0;72;Lower Aripo u;Andinoacara pulcher;7.1
27/10/2011;undisturbed;;;;;;;;EF;;;;1;0;72;Lower Aripo u;Andinoacara pulcher;6.4
27/10/2011;undisturbed;;;;;;;;EF;;;;1;0;72;Lower Aripo u;Andinoacara pulcher;3.4
27/10/2011;undisturbed;;;;;;;;EF;;;;1;0;72;Lower Aripo u;Andinoacara pulcher;11.2
27/10/2011;undisturbed;;;;;;;;EF;;;;1;0;72;Lower Aripo u;Andinoacara pulcher;7.5
27/10/2011;undisturbed;;;;;;;;EF;;;;1;0;72;Lower Aripo u;Andinoacara pulcher;10.4
27/10/2011;undisturbed;;;;;;;;EF;;;;1;0;72;Lower Aripo u;Andinoacara pulcher;4.8
27/10/2011;undisturbed;;;;;;;;EF;;;;1;0;72;Lower Aripo u;Andinoacara pulcher;16.3
27/10/2011;undisturbed;;;;;;;;EF;;;;1;0;72;Lower Aripo u;Andinoacara pulcher;3.1
27/10/2011;undisturbed;;;;;;;;EF;;;;1;0;72;Lower Aripo u;Andinoacara pulcher;7.3
27/10/2011;undisturbed;;;;;;;;EF;;;;1;0;72;Lower Aripo u;Andinoacara pulcher;8.8
27/10/2011;undisturbed;;;;;;;;EF;;;;1;0;72;Lower Aripo u;Andinoacara pulcher;3.2
27/10/2011;undisturbed;;;;;;;;EF;;;;1;0;72;Lower Aripo u;Andinoacara pulcher;3.3
27/10/2011;undisturbed;;;;;;;;EF;;;;1;0;72;Lower Aripo u;Andinoacara pulcher;7.4
27/10/2011;undisturbed;;;;;;;;EF;;;;1;0;72;Lower Aripo u;Andinoacara pulcher;9.2
27/10/2011;undisturbed;;;;;;;;EF;;;;1;0;72;Lower Aripo u;Crenicichla frenata;15.6
27/10/2011;undisturbed;;;;;;;;EF;;;;1;0;72;Lower Aripo u;Crenicichla frenata;11.4
27/10/2011;undisturbed;;;;;;;;EF;;;;1;0;72;Lower Aripo u;Crenicichla frenata;5.5
27/10/2011;undisturbed;;;;;;;;EF;;;;1;0;72;Lower Aripo u;Crenicichla frenata;7.9
27/10/2011;undisturbed;;;;;;;;EF;;;;1;0;72;Lower Aripo u;Hypostomus robinii;2.7
27/10/2011;undisturbed;;;;;;;;EF;;;;1;0;72;Lower Aripo u;Hypostomus robinii;0.4
27/10/2011;undisturbed;;;;;;;;EF;;;;2;0;72;Lower Aripo u;Hypostomus robinii;3
27/10/2011;undisturbed;;;;;;;;EF;;;;1;0;72;Lower Aripo u;Hypostomus robinii;8.9
27/10/2011;undisturbed;;;;;;;;EF;;;;1;0;72;Lower Aripo u;Hypostomus robinii;1.6
27/10/2011;undisturbed;;;;;;;;EF;;;;2;0;72;Lower Aripo u;Hypostomus robinii;2.3
27/10/2011;undisturbed;;;;;;;;EF;;;;2;0;72;Lower Aripo u;Hypostomus robinii;2
27/10/2011;undisturbed;;;;;;;;EF;;;;1;0;72;Lower Aripo u;Hypostomus robinii;135.5
27/10/2011;undisturbed;;;;;;;;EF;;;;1;0;72;Lower Aripo u;Hypostomus robinii;58.8
27/10/2011;undisturbed;;;;;;;;EF;;;;1;0;72;Lower Aripo u;Hypostomus robinii;0.3
27/10/2011;undisturbed;;;;;;;;EF;;;;1;0;72;Lower Aripo u;Ancistrus maracasae;52.8
27/10/2011;undisturbed;;;;;;;;EF;;;;1;0;72;Lower Aripo u;Ancistrus maracasae;4
